"Vehicle.Use","Anti.Theft.Device.Indicator","Body.Style","Electric_Vehicle_Indicator","Fleet.Vehicle.Indicator","Fuel.Type","Hybrid.Vehicle.Indicator","Make","Model","Model.Year","Municipality","Owner.Type","Region","Vehicle.Count"
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","ODYSSEY EX-L",2022,"Gabriola Island","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","CHEROKEE LIMITED 4DR 4WD",2019,"Gibsons","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","VENUE ULTIMATE 4DR 2WD",2020,"Merritt","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CADILLAC","XT6 SPORT V6 4DR AWD",2023,"West Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BUICK","ENCORE GX SELECT 4DR AWD",2023,"Powell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","RAV4 LE 4DR 2WD",2019,"Bowen Island","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","HIGHLANDER XLE HYBRID 4DR AWD",2023,"Sooke","Person","Vancouver Island",1
"Personal","Yes","Hatchback","Yes","No","Electric","No","NISSAN","LEAF SL 5DR",2019,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","INFINITI","QX60 PURE 4DR AWD",2019,"Fort Nelson Ir","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","FORESTER 2.5I LIMITED WAGON AWD",2021,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","4RUNNER SR5 V6 4DR 4WD",2019,"Port Moody","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","ODYSSEY EX-L",2022,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LEXUS","RX350 4DR AWD",2019,"Vancouver","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE ULTIMATE CALLIGRAP 2.5T 4DR AWD",2021,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","RAV4 LE HYBRID 4DR AWD",2021,"Union Bay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","EQUINOX LS 4DR AWD",2019,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLVO","XC90 MOMENTUM T6 4DR AWD",2020,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","Yes","HYUNDAI","ELANTRA ULTIMATE HYBRID 4DR",2022,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","KIA","FORTE5 EX 5DR",2023,"Nanaimo","Person","Vancouver Island",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","ACURA","ILX PREMIUM A-SPEC 4DR",2021,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","CAMRY SE 4DR",2019,"Barriere","Person","Southern Interior",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","FORD","MUSTANG 2DR",2024,"Port Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SPORTAGE LX 4DR AWD",2019,"Creston","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MERCEDES-BENZ","GLE43 4DR COUPE AWD",2019,"Fort St John","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","FORESTER 2.5I PREMIER WAGON AWD",2023,"Princeton","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","OUTLANDER ES 4DR AWD",2019,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","HYUNDAI","IONIQ 5 PREFERRED LONG RANGE 4DR 2WD",2022,"Vernon","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","No","HYUNDAI","ELANTRA ULTIMATE 4DR",2022,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","VOLKSWAGEN","GOLF COMFORTLINE 1.4 TSI 4DR HATCHBACK",2021,"Langford","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","ECLIPSE CROSS GT 4DR AWD",2024,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","TOYOTA","BZ4X XLE 4DR AWD",2023,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","RAV4 XLE HYBRID 4DR AWD",2021,"Rossland","Person","Southern Interior",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","NISSAN","SENTRA 2.0 SV 4DR",2021,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","Yes","HONDA","ACCORD SPORT HYBRID 4DR",2023,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","ECOSPORT SES 4DR 4WD",2021,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","HIGHLANDER HYBRID LIMITED 4DR AWD",2020,"Mission","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK TOURING 5DR AWD",2019,"Pemberton Meadows","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","MERCEDES-BENZ","EQE350 4DR AWD",2023,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","TUCSON PREFERRED 4DR AWD",2020,"Revelstoke","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V EX-L 4DR AWD",2023,"Fort St John","Person","North Central",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","HONDA","CIVIC TOURING 4DR",2019,"Ubc","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SPORTAGE X-LINE LIMITED 4DR AWD",2023,"Castlegar","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LEXUS","RX350 4DR AWD",2019,"Port Moody","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK 5DR AWD",2019,"Whistler","Person","Lower Mainland",1
"Personal","Yes","Twodoorhardtop","No","No","Gasoline","No","MAZDA","MX5 RF GT CONVERTIBLE",2019,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","PASSPORT SPORT 4DR AWD",2019,"Smithers","Person","North Central",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","MINI","COOPER 2DR",2022,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE SL PLATINUM 4DR AWD",2020,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","HR-V LX 4DR 2WD",2019,"Vanderhoof","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LINCOLN","CORSAIR RESERVE 4DR AWD",2022,"Chilliwack","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Gasoline","No","HYUNDAI","KONA ULTIMATE ELECTRIC 4DR 2WD",2023,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HYUNDAI","ELANTRA SPORT 4DR",2019,"Coal Harbour","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","JAGUAR","I-PACE EV400 HSE 4DR AWD",2020,"Pitt Meadows","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","KIA","EV6 LONG RANGE 4DR AWD",2022,"Duncan","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BMW","X1 28I 4DR AWD",2019,"Halfmoon Bay","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","TERRAIN SLE 2.0T 4DR AWD",2020,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","MASERATI","QUATTROPORTE S GRANSPORT V6 Q4 4DR AWD",2021,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","KIA","SOUL EV PREMIUM 5DR",2022,"Parksville","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","ELANTRA PREFERRED 4DR",2024,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasolineelectric","Yes","KIA","NIRO EX HYBRID 5DR",2023,"Houston","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EDGE ST 4DR AWD",2020,"Port Moody","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","Yes","No","Electric","No","MAZDA","MX-30 GT 4DR 2WD",2022,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SPORTAGE EX 4DR AWD",2020,"Salmon Arm","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","CHRYSLER","GRAND CARAVAN SXT",2021,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","VOLKSWAGEN","JETTA HIGHLINE 1.5 TSI 4DR",2023,"Courtenay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","ESCAPE SEL 2.0T 4DR AWD",2022,"Salmon Arm","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","Yes","No","Electric","No","NISSAN","ARIYA PLATINUM+ 4DR AWD",2023,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","SUBARU","WRX STI SPORT 4DR AWD",2021,"New Westminster","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","FORD","ESCAPE SEL 4DR 4WD",2019,"Powell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","BMW","X5 M60I 4DR AWD",2024,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Dualpurpose","No","No","Gasoline","No","JEEP","WRANGLER UNLIMITED RUBICON 4DR 4WD",2021,"Chetwynd","Person","North Central",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","GMC","ACADIA SLE V6 4DR AWD",2019,"Gitwangak","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","AUDI","Q5 TECHNIK 45 2.0 TFSI 4DR AWD",2023,"Delta","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","SUBARU","CROSSTREK 5DR AWD",2019,"Agassiz","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","FORESTER 2.5I WILDERNESS WAGON AWD",2023,"Whistler","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","MERCEDES-BENZ","GLE450 4DR COUPE AWD",2022,"Central Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HONDA","CIVIC SPORT TOURING 4DR HATCHBACK",2023,"Port Alice","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","RAV4 LE 4DR AWD",2020,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BMW","X5 M COMPETITION 4DR AWD",2020,"West Kelowna","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","FORD","BRONCO BIG BEND 4DR 4WD",2023,"Quesnel","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","LEXUS","NX350H 4DR AWD",2024,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","ECLIPSE CROSS GT 4DR AWD",2022,"Merritt","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","WRANGLER UNLIMITED SPORT 4DR 4WD",2021,"Campbell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE LIMITED 4DR 4WD",2022,"Pitt Meadows","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","TUCSON N-LINE 4DR AWD",2023,"Prince George","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","AVALON LIMITED 4DR",2019,"Spallumcheen","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE PLATINUM 4DR AWD",2021,"Malahat","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","SIENNA LE V6",2020,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","COROLLA SE 4DR",2023,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","CHEROKEE SPORT 4DR 4WD",2019,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-30 GS 4DR AWD",2022,"Ubc","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPLORER LIMITED 4DR 4WD",2019,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","ESCAPE SEL 4DR 4WD",2019,"Campbell River","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","GMC","ACADIA SLE 2.0T 4DR AWD",2021,"Courtenay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","JEEP","WRANGLER UNLIMITED SAHARA 4XE 4DR 4WD",2021,"Thornhill","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BUICK","ENCORE GX PREFERRED 4DR AWD",2023,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","CHEVROLET","BOLT LT 5DR",2023,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","No","KIA","SPORTAGE EX 4DR AWD",2023,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","ESCAPE SE 4DR AWD",2021,"New Denver","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HONDA","HR-V SPORT 4DR AWD",2021,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE OVERLAND 4DR 4WD",2019,"Surrey","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","TAOS TRENDLINE 1.5 TSI 4DR 2WD",2022,"Campbell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HYUNDAI","SONATA SPORT 1.6T 4DR",2020,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","INFINITI","Q50 LUXE 3.0T 4DR AWD",2019,"Vernon","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","GRAND HIGHLANDER XLE 4DR AWD",2024,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","CAMRY XLE 4DR",2019,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","CHEVROLET","SPARK LT 5DR",2019,"Unknown","Person","Unknown",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","VOLKSWAGEN","JETTA 1.4 TSI 4DR",2019,"Coal Harbour","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","TUCSON ULTIMATE 4DR AWD",2020,"Okanagan Falls","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","RAV4 LIMITED HYBRID 4DR AWD",2019,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","TIGUAN COMFORTLINE 2.0 TSI 4DR AWD",2022,"Vancouver","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","RAV4 XLE 4DR AWD",2020,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V LX 4DR AWD",2021,"Oak Bay","Person","Vancouver Island",1
"Personal","Yes","Twodoorconvertible","No","No","Gasoline","No","LAMBORGHINI","HURACAN EVO SPYDER",2023,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","TRAILBLAZER LT TURBO 4DR 2WD",2022,"Colwood","Person","Vancouver Island",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","CHEVROLET","CAMARO LS 2DR",2019,"Mission","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","MERCEDES-BENZ","GLE450 4DR AWD",2022,"North Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-3 GS 4DR AWD",2019,"Black Creek","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE ESSENTIAL 4DR AWD",2019,"Penticton","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","4RUNNER V6 4DR 4WD",2022,"Masset","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","PATHFINDER PLATINUM 4DR 4WD",2022,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Gasoline","No","HYUNDAI","KONA PREFERRED ELECTRIC 4DR 2WD",2021,"North Vancouver","Person","Lower Mainland",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","HONDA","CIVIC SPORT 4DR",2022,"Duncan","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","KIA","K5 GT 4DR AWD",2021,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","OUTBACK 2.5I ONYX WAGON AWD",2024,"Fernie","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","ATLAS CROSS SPORT EXEC 2.0 TFSI 4DR AWD",2021,"Port Albion","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SORENTO LX+ V6 4DR AWD",2020,"Surrey","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","WRANGLER UNLIMITED SAHARA 4DR 4WD",2021,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","DODGE/RAM","GRAND CARAVAN SXT",2019,"Smithers","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","PILOT BLACK EDITION 4DR AWD",2021,"Mission","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","KONA ESSENTIAL 4DR AWD",2022,"Gabriola Island","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-5 GS 4DR AWD",2023,"Coal Harbour","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","4RUNNER SR5 V6 4DR 4WD",2019,"Kimberley","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","VOLKSWAGEN","GOLF COMFORTLINE 1.4 TSI 4DR HATCHBACK",2021,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE TRAILHAWK 4DR 4WD",2020,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE PREFERRED 4DR AWD",2021,"View Royal","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","DODGE/RAM","GRAND CARAVAN CREW",2020,"Lax Kwalaams","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","TIGUAN COMFORT R-LINE 2.0 TSI 4DR AWD",2024,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLVO","XC40 R-DESIGN T5 4DR AWD",2019,"Mission","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LINCOLN","AVIATOR RESERVE 4DR AWD",2022,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE SV 4DR AWD",2022,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","COROLLA LE HYBRID 4DR",2023,"Kitimat","Person","North Central",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","MINI","COOPER 2DR",2020,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE LAREDO 4DR 4WD",2022,"Laxgalts Ap","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE PREFERRED 4DR AWD",2019,"Squamish","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","Yes","No","Electric","No","TESLA","MODEL 3 STANDARD RANGE PLUS 50 4DR",2021,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","OUTLANDER GT V6 4DR AWD",2020,"Nelson","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","WAGONEER SERIES III 4DR 4WD",2022,"Taylor","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","SUBARU","WRX SPORT TECH 4DR AWD",2022,"Osoyoos","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-5 GX 4DR AWD",2019,"West Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LEXUS","RX350 4DR AWD",2020,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","4RUNNER V6 4DR 4WD",2021,"Langley","Person","Lower Mainland",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","SUBARU","BRZ SPORT TECH 2DR",2023,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-9 GS-L 4DR 4WD",2022,"North Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","GRAND HIGHLANDER XLE 4DR AWD",2024,"Mackenzie","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","COROLLA SE 4DR",2022,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","Yes","HYUNDAI","ELANTRA ULTIMATE HYBRID 4DR",2022,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HYUNDAI","ELANTRA PREFERRED 4DR",2022,"Terrace","Person","North Central",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","BUICK","ENCORE GX SELECT 4DR AWD",2021,"Fort Nelson Ir","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","MAZDA","MAZDA6 GS 4DR",2020,"Courtenay","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","ATLAS EXECLINE V6 4DR AWD",2019,"Port Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","AUDI","SQ5 PROGRESSIV 3.0 TFSI 4DR AWD",2023,"Kelowna","Person","Southern Interior",1
"Personal","No","Wheeledatv","No","No","Gasoline","No","VOLKSWAGEN","TIGUAN COMFORTLINE 2.0 TSI 4DR AWD",2022,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Hatchback","Yes","No","Electric","No","KIA","SOUL EV LIMITED 5DR",2021,"Enderby","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","PORSCHE","MACAN GTS 4DR AWD",2020,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SOUL GT LIMITED 5DR",2020,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MERCEDES-BENZ","G63 4DR AWD",2021,"Ubc","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","ACADIA DENALI V6 4DR AWD",2023,"Cecil Lake","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-3 GT 4DR AWD",2021,"Port Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MINI","COOPER COUNTRYMAN ALL4 4DR",2021,"North Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","DODGE/RAM","DURANGO R/T 4DR AWD",2022,"Elkford","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HONDA","CR-V TOURING 4DR AWD",2019,"Sidney","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-50 GS-L 4DR AWD",2023,"Nanaimo","Person","Vancouver Island",1
